V1,V2,weight
1,3,2
1,7,5
1,10,7785
1,11,17458
1,12,602
1,16,403
1,17,2934
1,23,76
1,25,197
1,28,2
1,32,2890
1,33,2
1,36,14
1,37,7
1,38,1
1,40,3
1,42,2
1,43,22
1,44,14
1,46,7
1,47,234
1,50,2166
1,52,4
1,53,112
1,54,2
1,57,16
1,58,1
1,59,7
1,60,1406
1,61,4397
1,64,3
1,65,30026
1,67,5223
1,75,942
1,76,12
1,77,10196
1,78,2890
1,79,951142
1,80,9
1,81,182
1,83,12203
1,85,40
1,86,8
1,87,644
1,88,3
1,90,258
1,91,36
1,92,20
1,96,199
1,97,37
1,98,1
1,100,173
1,104,2
1,107,3
1,109,1
1,110,1
1,113,41
1,114,69
1,115,5803
1,116,38
1,119,5
1,120,5684
1,122,1560592
1,123,1
1,124,27
1,127,5
1,128,93
1,129,11
1,131,32
1,132,17
1,133,141
1,134,945
1,135,1
1,143,279
1,144,22
1,147,10
1,149,194
1,150,124
1,151,6
1,154,13064
1,155,4686
1,156,1213
1,157,1950
1,158,16
1,159,1
1,164,3846
1,165,18
1,168,1520
1,170,9354
1,172,1361
1,174,106
1,176,4
1,179,1
2,7,20
2,10,66
2,11,106
2,17,484
2,32,1243
2,47,6
2,50,20
2,53,6
2,60,4
2,61,2911
2,65,472
2,67,143
2,75,2
2,76,3
2,81,75
2,83,356
2,97,75
2,104,4
2,115,13
2,116,1
2,120,15
2,129,2
2,144,1
2,149,2
2,154,297
2,155,64
2,170,1823
2,172,2194
3,4,1
3,7,34
3,10,12
3,11,52
3,17,47
3,21,1
3,22,1
3,23,7
3,25,2
3,31,2
3,32,355
3,46,8
3,47,1
3,50,9
3,55,1
3,57,2
3,60,20
3,61,1384
3,65,289
3,67,33
3,75,16
3,81,188
3,83,146
3,86,2
3,93,1
3,94,1
3,95,4
3,100,2
3,104,1
3,109,1
3,115,26
3,116,6
3,120,20
3,122,22
3,128,4
3,131,5
3,133,5
3,139,9
3,143,2
3,147,4
3,149,38
3,151,1
3,154,61
3,155,158
3,156,8
3,163,13
3,164,3
3,168,1
3,170,334
3,172,145
3,178,1
4,7,14
4,10,2
4,11,121
4,17,100
4,20,1
4,22,2
4,23,1083
4,28,5
4,31,12
4,32,226
4,34,15
4,40,2
4,41,303
4,47,19
4,49,561
4,50,2
4,53,2
4,60,157
4,61,3349
4,62,3
4,65,796
4,67,3
4,70,1
4,75,5
4,77,1
4,81,249
4,83,40
4,97,15
4,99,1
4,103,1
4,104,3
4,109,2
4,110,3
4,115,183
4,120,58
4,129,2
4,131,3
4,132,1
4,133,2
4,134,9
4,135,5
4,139,1
4,147,3042
4,149,12
4,153,9
4,154,68
4,155,918
4,168,29
4,170,294
4,172,133
4,180,1
5,147,1
6,32,51
6,170,2
6,172,3
7,10,1
7,23,11
7,32,85
7,36,1
7,53,2
7,61,4
7,65,12
7,123,1
7,154,1
7,155,2
7,170,1
7,172,73
8,7,79
8,10,3
8,11,957
8,16,4
8,17,126
8,23,3
8,25,25
8,32,180
8,42,1
8,43,1
8,46,26
8,47,69
8,50,73
8,53,4
8,57,2
8,60,2
8,61,4034
8,65,1191
8,67,11
8,75,45
8,76,4
8,81,10
8,82,2
8,83,274
8,96,3
8,97,2
8,115,562
8,120,13
8,126,1
8,127,1
8,128,78
8,129,3
8,131,2
8,132,20
8,133,1
8,134,3
8,143,10
8,149,18
8,151,5
8,154,559
8,155,120
8,164,1
8,168,200
8,170,38
8,172,2440
9,32,6
9,65,5
9,83,1
9,154,3
9,170,3
9,172,2
10,61,1
10,65,1
10,155,1
10,172,1
11,8,1501
11,10,1
11,16,14
11,17,76
11,25,1
11,32,291
11,43,5
11,47,31
11,50,59
11,53,2
11,60,30
11,61,2816
11,64,1
11,65,2171
11,67,10
11,75,13
11,81,14
11,83,61
11,91,5
11,96,3
11,97,14
11,115,621
11,120,32
11,128,8
11,132,6
11,134,18
11,149,36
11,154,783
11,155,79
11,164,4
11,165,7
11,168,169
11,170,83
11,172,339
11,174,1
12,32,31
12,65,1
12,147,3
12,172,180
13,10,92
13,32,15
13,61,3
13,65,55
13,81,1
13,83,4
13,92,19
13,115,2
13,116,22
13,154,14
13,155,4
13,170,146
13,172,44
14,7,5
14,10,380
14,11,201
14,17,19
14,23,5
14,25,7
14,32,1112
14,38,2
14,43,1
14,46,3
14,47,1
14,50,16
14,53,2
14,57,3
14,60,19
14,61,3960
14,65,186
14,67,200
14,75,7
14,81,13
14,83,2545
14,85,22
14,97,1
14,100,16
14,102,8
14,104,4
14,113,4
14,114,2
14,115,42
14,116,6
14,120,11
14,124,2
14,126,16
14,127,1
14,128,7
14,129,2
14,131,83
14,133,2
14,134,13
14,143,2
14,146,5
14,147,861
14,149,15
14,152,1
14,154,228
14,155,56
14,162,10
14,164,1
14,168,2
14,170,940
14,172,1121
14,178,2
15,7,1
15,10,3
15,11,102
15,17,48
15,25,1
15,32,182
15,42,1
15,43,4
15,47,364
15,50,6
15,53,1
15,57,7
15,60,13
15,61,515
15,65,154
15,67,4
15,76,1
15,81,51
15,83,36
15,91,7
15,96,33
15,97,7
15,102,9
15,108,1
15,115,87
15,116,2
15,120,21
15,123,7
15,126,2
15,128,206
15,129,20
15,132,1
15,143,5
15,149,14
15,154,166
15,155,40
15,168,20
15,170,178
15,172,1804
15,173,1
16,32,16
16,65,4
16,154,8
16,172,37
17,32,10
17,104,1
17,170,2
17,172,38
18,7,1
18,10,1
18,11,4
18,17,33
18,28,1
18,32,46
18,35,1
18,40,1
18,50,1
18,54,1
18,60,1
18,61,26
18,65,34
18,66,1
18,81,1
18,83,119
18,115,7
18,120,1
18,147,1
18,154,5
18,155,28
18,163,1
18,170,12
18,172,85
19,7,3
19,11,11
19,17,2
19,23,150
19,32,105
19,36,2
19,40,3
19,42,2
19,60,2
19,61,35
19,65,7
19,69,1
19,81,6
19,83,9
19,104,1
19,125,17
19,126,7
19,149,8
19,154,70
19,155,1
19,170,16
19,172,110
19,173,3
20,7,6
20,11,179
20,17,52
20,23,4
20,32,64
20,43,155
20,46,15
20,47,13
20,50,40
20,53,1
20,60,17
20,61,4055
20,65,1412
20,77,1
20,81,14
20,83,478
20,86,9
20,97,7
20,108,113
20,115,69
20,120,14
20,123,3
20,126,5
20,129,11
20,133,2
20,140,9288
20,144,8
20,147,1
20,149,1
20,154,261
20,155,2274
20,159,6
20,168,1
20,170,37
20,172,151
21,10,1
21,32,284
21,65,1
21,115,1
21,170,17
21,172,4
22,7,1
22,10,4
22,11,1
22,32,124
22,53,3
22,60,4
22,61,11
22,65,35
22,81,3
22,83,43
22,99,2
22,104,1
22,115,1
22,116,1
22,147,1
22,154,8
22,155,11
22,170,14
22,172,627
24,7,2
24,11,1
24,17,19
24,32,432
24,42,1
24,47,16
24,61,73
24,65,85
24,81,35
24,115,1
24,116,6
24,120,11
24,126,2
24,147,5
24,154,22
24,155,11
24,170,3
24,172,544
25,11,12
25,17,72
25,23,4
25,28,3
25,31,1
25,32,124
25,34,7
25,46,2
25,47,1
25,50,2
25,60,3
25,61,114
25,65,36
25,66,3
25,67,14
25,75,1
25,81,1
25,83,764
25,97,1
25,103,1
25,109,1
25,115,13
25,120,4
25,123,1
25,149,3
25,154,3
25,155,17
25,156,5
25,168,1
25,170,5
25,172,929
26,3,1
26,4,9
26,7,3
26,10,31
26,11,19
26,17,311
26,22,44
26,23,37
26,25,1
26,28,36
26,31,61
26,32,2074
26,34,26
26,38,1
26,41,89
26,47,2
26,49,23163
26,50,6
26,53,2
26,54,24
26,58,52
26,60,2
26,61,375
26,62,8
26,65,71
26,66,1
26,67,3
26,70,7
26,71,13
26,81,22
26,82,1
26,83,14
26,85,7
26,88,848
26,97,1
26,99,1479
26,100,1
26,101,14
26,104,1
26,109,1
26,110,1119
26,112,216
26,115,743
26,119,8
26,120,120
26,131,4
26,133,1
26,135,70848
26,139,50
26,147,3819
26,149,3
26,151,2
26,153,144
26,154,436
26,155,67
26,161,4
26,163,1
26,164,2
26,167,26256
26,168,6
26,170,76
26,171,155755
26,172,652
26,176,1
26,179,2931
26,180,608
27,3,23
27,4,510
27,7,21
27,8,6
27,10,7
27,11,65
27,12,2
27,15,1
27,17,165
27,19,157
27,20,1
27,23,44
27,25,4
27,26,3
27,31,121
27,32,398
27,34,14
27,35,7
27,38,2
27,41,3
27,47,2
27,49,9
27,50,12
27,53,2
27,54,249
27,57,2
27,58,4
27,60,12
27,61,2654
27,62,2
27,63,192
27,65,181
27,66,10807
27,67,57
27,70,6668
27,71,17
27,75,21
27,77,9
27,81,21
27,82,4
27,83,5079
27,88,2
27,91,1
27,94,36041
27,95,1
27,96,1
27,97,6
27,100,3
27,101,975
27,102,6
27,103,267
27,104,4
27,109,276
27,115,612
27,118,55
27,119,117
27,120,29
27,127,8
27,129,34
27,131,27
27,133,4
27,134,2
27,139,45
27,141,22
27,143,3
27,147,48
27,149,265
27,153,1
27,154,71
27,155,178
27,156,3
27,158,19
27,161,2516
27,162,1
27,163,3
27,164,22
27,168,3
27,170,298
27,172,1574
27,173,2
27,176,1
27,178,1
27,180,10
28,23,2
28,61,1
28,65,3
28,83,17
28,155,1
28,170,4
29,10,22
29,11,1
29,17,9
29,28,28
29,31,3
29,32,153
29,50,1
29,60,5
29,61,11824
29,65,26
29,83,3
29,94,1
29,100,56
29,115,31
29,120,1
29,131,1
29,147,1
29,154,5
29,155,342
29,158,82
29,172,208
30,3,10
30,4,1
30,7,6
30,10,55
30,11,246
30,17,386
30,20,2
30,21,1
30,22,1
30,23,32
30,26,5
30,28,2
30,32,1103
30,34,3
30,35,8
30,36,1
30,37,1
30,41,2
30,43,1
30,46,19
30,47,6
30,49,3
30,50,6
30,53,2
30,54,1
30,60,72
30,61,816
30,62,3
30,65,515
30,66,5
30,67,73
30,75,30
30,76,2
30,77,1
30,78,1
30,81,79
30,82,1
30,83,708
30,85,15
30,86,1
30,88,2
30,95,1
30,96,5
30,97,9
30,100,2
30,102,9
30,103,5
30,104,15
30,109,55
30,112,6
30,115,120
30,116,4
30,118,6
30,119,161
30,120,18
30,123,8
30,128,6
30,129,11
30,131,15
30,133,25
30,139,12
30,143,6
30,144,2
30,147,540
30,149,27
30,153,1
30,154,142
30,155,215
30,163,1
30,164,8
30,168,3
30,170,383
30,172,4530
30,173,8
31,11,1
31,65,20
31,67,2
31,83,1
31,154,1
31,155,1
31,167,1
31,170,8
31,172,45
32,172,6
33,3,20
33,4,9
33,7,2
33,10,1
33,17,31
33,19,349
33,23,4
33,26,153
33,27,1
33,28,319
33,31,267463
33,32,53
33,35,63397
33,38,1
33,41,23664
33,46,1
33,49,107929
33,54,2
33,60,1
33,61,1607
33,62,26
33,65,3
33,66,102
33,67,7
33,70,57
33,75,1
33,81,10
33,82,1
33,83,63
33,86,1
33,97,1
33,98,1
33,100,3
33,101,979
33,103,410
33,109,71
33,115,10
33,117,1
33,118,29
33,119,149
33,120,7
33,128,1
33,129,3
33,133,8
33,139,97
33,147,8
33,148,1882
33,149,1
33,151,1439
33,154,1
33,155,11
33,161,476
33,163,5
33,164,1
33,167,13
33,170,9
33,172,211
34,3,1
34,4,184
34,7,1
34,10,3
34,11,1
34,17,41
34,23,2
34,26,112
34,28,17
34,31,1798
34,32,415
34,41,36
34,47,1
34,49,3
34,50,1
34,54,45
34,58,1
34,60,1
34,61,1232
34,62,647
34,65,24
34,66,8
34,67,1
34,70,1
34,81,2
34,82,2
34,83,383
34,86,1
34,95,20
34,97,2
34,101,2
34,102,3
34,103,4
34,109,2
34,115,5
34,116,1
34,118,164
34,119,74
34,120,4
34,123,2
34,131,1
34,135,7
34,138,1
34,139,17
34,147,5
34,151,8894
34,154,10
34,155,50
34,156,7
34,161,19
34,167,5
34,168,7
34,170,43
34,172,390
35,7,36
35,17,49
35,20,8
35,23,21
35,32,102
35,53,5
35,61,70
35,65,184
35,67,1
35,83,7
35,104,2
35,115,2
35,154,24
35,155,10
35,170,1
35,172,33
35,173,1
35,176,5
36,2,11
36,7,2
36,10,2955
36,11,499
36,17,1305
36,23,1
36,32,11415
36,40,1
36,46,3
36,47,13
36,50,21
36,53,12
36,54,3
36,55,2
36,60,93
36,61,3260
36,65,1406
36,67,38
36,75,6
36,76,3
36,77,110098
36,78,20
36,81,53
36,83,129
36,85,78
36,87,8
36,97,4
36,100,40
36,102,12
36,104,5
36,107,6
36,109,1
36,115,1236
36,116,137
36,120,651
36,126,2
36,127,2
36,128,14
36,131,35
36,133,3
36,134,5
36,138,14
36,143,5
36,147,6
36,149,17
36,154,262
36,155,3022
36,158,112
36,164,14
36,168,3
36,170,1837
36,172,74020
36,178,1
37,32,28
37,170,1
37,172,4
38,147,4
38,172,1
39,7,541
39,9,1
39,10,132
39,11,11
39,17,36
39,20,193
39,23,1280
39,32,13666
39,36,1054
39,42,2247
39,45,34
39,52,1
39,53,120685
39,55,4
39,60,2
39,61,475
39,65,61
39,69,6
39,74,1
39,75,1
39,82,2
39,83,506
39,91,1
39,104,264
39,115,135
39,116,21
39,117,6
39,120,11
39,123,15593
39,125,34
39,126,559
39,129,88
39,133,1
39,147,1
39,149,240
39,154,31
39,155,274
39,162,12
39,166,1
39,170,60
39,172,8043
39,173,140
39,176,173673
40,3,2
40,4,4
40,7,5
40,8,2
40,10,12
40,11,126
40,17,35
40,20,1
40,23,17
40,25,7
40,26,42
40,28,169
40,31,58
40,32,201
40,34,10
40,35,11
40,36,8
40,38,2
40,43,3
40,47,4
40,49,699
40,50,4
40,53,4
40,54,3
40,60,7
40,61,3225
40,62,112
40,63,8
40,65,178
40,66,2
40,67,37
40,70,12
40,71,3
40,75,10
40,77,1
40,81,204
40,83,499
40,86,1
40,88,24
40,97,5
40,101,25
40,103,9
40,104,17
40,109,11
40,110,12
40,112,2
40,115,587
40,116,3
40,118,3
40,119,4
40,120,8
40,123,2
40,125,1
40,126,2
40,127,1
40,128,6
40,129,1
40,131,1
40,133,11
40,134,2
40,139,19
40,143,3
40,147,6566
40,149,10
40,154,56
40,155,71
40,156,1
40,161,34
40,164,9
40,167,4
40,168,21
40,170,155
40,172,1344
40,173,3
40,176,2
40,179,2
40,180,15
41,7,5
41,23,2
41,32,190
41,36,3
41,83,1
41,97,1
41,117,1
41,123,2
41,172,174
42,7,1
42,10,3
42,11,4
42,17,6
42,21,6679
42,23,5
42,32,96
42,46,1
42,47,1
42,60,10
42,61,66
42,65,328
42,75,5
42,81,69
42,83,18
42,108,36
42,115,14
42,123,3
42,133,1
42,140,25996
42,154,10
42,155,43
42,170,5
42,172,51
43,7,265
43,9,1
43,10,2
43,11,21
43,13,7
43,17,3
43,20,9
43,23,143
43,25,1
43,32,1512
43,33,5
43,36,19
43,40,62
43,42,372
43,45,5
43,46,1
43,47,228
43,53,229
43,60,6
43,61,150
43,65,102
43,69,2
43,74,2
43,75,68
43,81,22
43,83,152
43,91,2
43,96,3
43,104,44
43,110,1
43,115,16
43,116,2
43,117,15
43,120,7
43,123,1118
43,125,66
43,126,523
43,128,17
43,129,8
43,132,3
43,133,3
43,140,1
43,143,33
43,149,919
43,154,77
43,155,42
43,162,40
43,164,1
43,166,3
43,170,16
43,172,476
43,173,8
44,172,35
45,170,2
45,172,2
46,10,1
46,17,6
46,32,259
46,61,29
46,65,837
46,81,100
46,102,1
46,116,23
46,126,1
46,154,2
46,155,6
46,172,20
47,10,26
47,17,46
47,32,126
47,50,10
47,60,2
47,65,101
47,81,1
47,82,3
47,89,1
47,97,6
47,115,56
47,120,13
47,128,1
47,134,72
47,149,1
47,154,6
47,155,2
47,170,608
47,172,19
47,178,1
48,3,42
48,4,12944
48,7,23
48,10,26
48,11,419
48,17,1008
48,19,1
48,22,80
48,23,1045
48,25,2
48,26,25
48,27,53029
48,28,157
48,30,1
48,31,512
48,32,3316
48,34,4798
48,35,185
48,36,9
48,37,4
48,41,12267
48,43,2
48,46,17
48,47,21
48,50,90
48,54,41
48,58,426
48,60,181
48,61,14182
48,62,43
48,63,40
48,65,1537
48,66,45
48,67,129
48,70,51
48,71,7
48,72,7
48,73,1
48,75,16
48,77,43
48,78,7
48,81,351
48,82,208
48,83,469
48,85,3
48,88,12046
48,91,1
48,92,5
48,93,20
48,94,10
48,95,14
48,96,1
48,97,32
48,98,1
48,99,5361
48,100,9
48,101,242
48,102,3
48,103,58
48,104,69
48,109,143
48,110,3415
48,112,1313
48,114,3
48,115,532
48,116,2
48,118,69
48,119,561
48,120,250
48,123,5
48,126,1
48,127,5
48,128,2
48,129,60
48,131,49
48,133,15
48,134,2
48,135,73864
48,139,22
48,143,8
48,144,8
48,146,3
48,147,32582
48,148,15916
48,149,80
48,151,64
48,153,320
48,154,309
48,155,1346
48,158,23
48,161,109
48,163,1
48,164,51
48,167,201782
48,168,69
48,170,1473
48,171,55803
48,172,842
48,178,5
48,179,19293
48,180,5414
49,32,6
49,154,3
50,10,3
50,17,228
50,32,350
50,47,2
50,54,5
50,58,76
50,60,1
50,61,149
50,65,1
50,83,1
50,88,2
50,115,1
50,120,2
50,128,1
50,147,1
50,154,9
50,155,8
50,170,3
50,172,224
50,178,1
51,7,1
51,17,1
51,23,3
51,32,172
51,53,4
51,60,3
51,61,30
51,65,15
51,67,4
51,75,1
51,83,8
51,104,8
51,117,1
51,123,4
51,126,10
51,154,1
51,155,2
51,172,114
52,7,17
52,10,2
52,20,4
52,23,57
52,32,176
52,36,18
52,40,9
52,47,4
52,60,3
52,61,28
52,65,18
52,81,1
52,83,15
52,104,1
52,115,8
52,123,1
52,124,1
52,126,4
52,133,2
52,149,1
52,154,14
52,155,11
52,170,19
52,172,579
52,173,7
52,176,4
53,2,3
53,7,4
53,10,1507
53,11,137
53,16,6
53,17,59
53,23,13
53,25,8
53,32,752
53,35,1
53,38,3
53,46,84
53,47,2
53,50,6
53,58,4
53,60,8
53,61,767
53,64,6
53,65,636
53,67,140
53,75,12
53,77,1
53,78,13
53,81,36
53,83,1397
53,86,56
53,87,1
53,88,6
53,89,2
53,91,5
53,92,45
53,95,3
53,96,1
53,97,4
53,100,1
53,102,43
53,104,3
53,113,1
53,115,198
53,116,22
53,120,27
53,127,1
53,128,46
53,129,1
53,131,10
53,132,3
53,133,21
53,134,11
53,143,1
53,147,5
53,149,11
53,151,24
53,154,274
53,155,86
53,156,27
53,158,4
53,164,30
53,168,3
53,170,473
53,172,10852
53,178,15
53,180,4
54,7,13
54,10,4
54,17,6
54,18,34
54,23,7
54,32,1403
54,36,6
54,40,7
54,42,203
54,60,5
54,61,18
54,65,8
54,67,6
54,69,88
54,74,6
54,83,165
54,104,946
54,115,2
54,116,4
54,117,220
54,120,1
54,123,271
54,126,3
54,149,4
54,154,59
54,170,14
54,172,11273
54,173,2
55,4,34
55,7,2
55,10,105
55,11,159
55,17,700
55,19,4
55,22,10
55,23,25
55,25,5
55,26,1
55,28,1
55,31,1
55,32,1811
55,35,39
55,38,1
55,40,4
55,42,2
55,43,4
55,44,16
55,46,5
55,47,17
55,50,3213
55,51,319
55,53,11
55,54,1405
55,57,1
55,58,155231
55,59,1
55,60,29
55,61,2208
55,65,10980
55,66,12
55,67,304
55,70,1
55,75,47
55,76,9
55,77,42
55,78,19
55,81,45
55,82,27812
55,83,11962
55,86,20
55,88,1229
55,91,1
55,92,20
55,95,443
55,96,11
55,97,51
55,100,5
55,101,7
55,102,915
55,104,7
55,109,1
55,112,2
55,115,10870
55,116,9
55,119,14
55,120,13490
55,126,1
55,127,4
55,128,28
55,129,29
55,131,2
55,133,1
55,134,2
55,135,1
55,138,31
55,139,1
55,143,6
55,144,5
55,146,33
55,147,2338
55,148,12
55,149,51
55,151,98676
55,153,2
55,154,20203
55,155,21000
55,156,28
55,163,9
55,164,82
55,167,3401
55,168,19
55,170,12383
55,172,4085
55,178,1278
55,179,13
55,180,15
56,10,1
56,11,3
56,17,1
56,32,10
56,61,8
56,65,2
56,81,7
56,147,6
56,154,1
56,172,279
57,4,1
57,7,3
57,10,231
57,11,145
57,16,8
57,17,103
57,20,2
57,22,5
57,23,20
57,25,12
57,28,2
57,32,2047
57,35,5
57,38,1
57,40,17
57,42,2
57,44,5
57,46,4
57,47,10
57,49,1
57,50,65
57,51,522
57,53,3
57,54,1085
57,56,26
57,60,93
57,61,653
57,62,1
57,65,2657
57,66,3
57,67,179
57,75,28
57,76,1
57,77,14
57,78,51
57,80,3
57,81,38
57,82,93
57,83,1894
57,85,17
57,86,3
57,87,1
57,88,21229
57,92,13
57,93,1
57,94,1
57,95,23
57,96,3
57,97,38
57,99,3
57,100,4
57,102,127
57,103,6
57,104,7
57,110,3
57,112,6
57,113,1
57,115,727
57,116,8
57,119,2
57,120,2012
57,122,5
57,123,2
57,124,1
57,126,2
57,127,2
57,128,3
57,129,3
57,131,89
57,133,4
57,134,4
57,135,3
57,139,2
57,140,3
57,146,2756
57,147,20324
57,148,4200
57,149,69
57,151,3194
57,153,4
57,154,901
57,155,1019
57,156,18
57,158,5
57,163,5
57,164,92
57,167,1495
57,168,18
57,169,7
57,170,1006
57,172,10566
57,176,2
57,178,5645
57,179,55
57,180,66
58,10,379
58,32,127
58,100,3
58,116,24
58,145,3
58,170,8
58,172,339
59,32,3
59,172,5
60,10,4
60,32,42
60,65,14
60,115,1
60,147,2
